pattern,label,e_f,e_p,n_f,n_p,ochiai,tarantula,dstar,jaccard,op2,rrf_score,rank_rrf,rank,higher_in_positives,fail_pass_rate_delta,fisher_tested,p_value,q_value,reject_bh,reject_bh_exploratory,evidence_level
PLAN :: ACT :: VERIFY_FAIL,global,98.0,3.0,74.0,55.0,0.7435345697804973,0.9167741935483871,124.72727272727273,0.56,97.94915254237289,0.0800665241149917,1,1,True,0.5180433039294307,True,1.328936393778092e-13,7.830299942047976e-13,True,True,bh_significant
ACT :: VERIFY_FAIL :: ACT,global,97.0,3.0,75.0,55.0,0.7396180661131326,0.9159882774340605,120.62820512820512,0.5542857142857143,96.94915254237289,0.07880184331797234,2,2,True,0.5122293504410586,True,2.2372285548708503e-13,7.830299942047976e-13,True,True,bh_significant
VERIFY_FAIL :: ACT :: VERIFY_FAIL,global,74.0,1.0,98.0,57.0,0.6515336706809616,0.9614695340501792,55.313131313131315,0.4277456647398844,73.98305084745763,0.07816942075337598,3,3,True,0.41299117882919006,True,6.21695916959543e-11,1.4506238062389337e-10,True,True,bh_significant
INFORM :: ACT :: VERIFY_FAIL,global,50.0,1.0,122.0,57.0,0.5338517771987276,0.9440104166666667,20.32520325203252,0.28901734104046245,49.983050847457626,0.07555928579029984,5,4,True,0.27345629510825986,True,9.577110286995359e-07,1.6759943002241878e-06,True,True,bh_significant
ACT :: INFORM :: ACT,global,75.0,56.0,97.0,2.0,0.4996448232547699,0.31111428980117295,36.76470588235294,0.32894736842105265,74.05084745762711,0.07639652014652015,4,5,False,-0.5294707297514034,False,,,False,False,untested
VERIFY_FAIL :: ACT :: INFORM,global,43.0,3.0,129.0,55.0,0.48342078169428443,0.8285714285714286,14.007575757575758,0.24571428571428572,42.94915254237288,0.07336003130422661,7,6,True,0.19827586206896552,True,0.0004064470739695686,0.0004741882529644967,True,True,bh_significant
PLAN :: ACT :: INFORM,global,68.0,53.0,104.0,5.0,0.4713592173916872,0.3019908116385911,29.452229299363058,0.3022222222222222,67.10169491525424,0.07477784942516082,6,7,False,-0.5184442662389737,False,,,False,False,untested
ACT :: VERIFY_FAIL :: INFORM,global,29.0,0.0,143.0,58.0,0.4106149670467343,1.0,5.881118881118881,0.1686046511627907,29.0,0.07331105670614703,8,8,True,0.1686046511627907,True,0.00011315014502501905,0.00015841020303502667,True,True,bh_significant
ACT :: INFORM :: TERMINATE,global,55.0,55.0,117.0,3.0,0.39985462474533484,0.2521739130434783,17.587209302325583,0.2422907488986784,54.067796610169495,0.0727890377754866,9,9,False,-0.6285084202085004,False,,,False,False,untested
INFORM :: ACT :: INFORM,global,49.0,56.0,123.0,2.0,0.364617246484733,0.22783389450056118,13.41340782122905,0.2149122807017544,48.05084745762712,0.07131043721836561,11,10,False,-0.6806335204490779,False,,,False,False,untested
VERIFY_FAIL :: INFORM :: ACT,global,20.0,0.0,152.0,58.0,0.34099716973523675,1.0,2.6315789473684212,0.11627906976744186,20.0,0.07208605966507708,10,11,True,0.11627906976744186,True,0.0022202024084732297,0.0022202024084732297,True,True,bh_significant
ACT :: INFORM :: VERIFY_FAIL,global,16.0,0.0,156.0,58.0,0.30499714066520933,1.0,1.641025641025641,0.09302325581395349,16.0,0.07130358705161854,12,12,True,0.09302325581395349,False,,,False,False,untested
VERIFY_FAIL :: INFORM :: VERIFY_FAIL,global,13.0,0.0,159.0,58.0,0.2749207073845788,1.0,1.0628930817610063,0.0755813953488372,13.0,0.0705425520440082,13,13,True,0.0755813953488372,False,,,False,False,untested
INFORM :: VERIFY_FAIL :: INFORM,global,12.0,0.0,160.0,58.0,0.26413527189768715,1.0,0.9,0.06976744186046512,12.0,0.06980208555011705,14,14,True,0.06976744186046512,False,,,False,False,untested
INFORM :: VERIFY_FAIL :: ACT,global,8.0,0.0,164.0,58.0,0.21566554640687682,1.0,0.3902439024390244,0.046511627906976744,8.0,0.06908136482939634,15,15,True,0.046511627906976744,False,,,False,False,untested
