pattern,fail_support,pass_support,mean_fail_surprise,mean_pass_surprise,surprise_delta,support_weighted_delta,rank
PLAN :: ACT :: VERIFY_FAIL,98,3,1.1287697813847464,0.9052331892784548,0.22353659210629162,1.033850661265814,1
ACT :: VERIFY_FAIL :: ACT,97,3,1.080565312212967,0.9052331892784548,0.17533212293451228,0.8091788778164016,2
ACT :: INFORM :: ACT,75,56,0.7071142285835124,0.3459159979423016,0.36119823064121076,1.7636594150096991,3
VERIFY_FAIL :: ACT :: VERIFY_FAIL,74,1,1.1514979898641446,1.0054899402022264,0.14600804966191827,0.6323219286210519,4
PLAN :: ACT :: INFORM,68,53,0.6722183384608524,0.30682877946139986,0.3653895589994526,1.7553391309591742,5
ACT :: INFORM :: TERMINATE,55,55,0.47080147252263754,0.32759467360152233,0.1432067989211152,0.6744367445522547,6
INFORM :: ACT :: VERIFY_FAIL,50,1,1.2297965664416202,1.0291542620580363,0.20064230438358388,0.7927866448773386,7
INFORM :: ACT :: INFORM,49,56,0.5023019530063084,0.34672122708012604,0.15558072592618238,0.7255412395744938,8
VERIFY_FAIL :: ACT :: INFORM,43,3,1.0750164279409407,0.9052331892784548,0.1697832386624859,0.6536905291469366,9
ACT :: VERIFY_FAIL :: INFORM,29,0,1.394653666517381,,1.394653666517381,4.743492398884441,10
VERIFY_FAIL :: INFORM :: ACT,20,0,1.4996795923455755,,1.4996795923455755,4.565808168292021,11
ACT :: INFORM :: VERIFY_FAIL,16,0,1.3530255500182533,,1.3530255500182533,3.8334100431607165,12
VERIFY_FAIL :: INFORM :: VERIFY_FAIL,13,0,1.4641947583262531,,1.4641947583262531,3.86409390894514,13
INFORM :: VERIFY_FAIL :: INFORM,12,0,1.3838148105848986,,1.3838148105848986,3.549414909255494,14
INFORM :: VERIFY_FAIL :: ACT,8,0,1.5609255356349916,,1.5609255356349916,3.4297039502889066,15
