pattern,label,e_f,e_p,n_f,n_p,ochiai,tarantula,dstar,jaccard,op2,rrf_score,rank_rrf,rank,higher_in_positives,fail_pass_rate_delta,fisher_tested,p_value,q_value,reject_bh,reject_bh_exploratory,evidence_level
TERMINATE :: ACT,global,10.0,7.0,4.0,9.0,0.6482037235521644,0.6201550387596899,9.090909090909092,0.47619047619047616,9.588235294117647,0.08170280274986781,1,1,True,0.2767857142857143,True,0.12349614666351032,0.18524421999526547,False,False,high_effect
ACT :: VERIFY_FAIL,global,5.0,1.0,9.0,15.0,0.545544725589981,0.851063829787234,2.5,0.3333333333333333,4.9411764705882355,0.07965312201166247,3,2,True,0.29464285714285715,True,0.059003831417624504,0.17701149425287352,False,False,high_effect
ERROR :: PLAN,global,7.0,5.0,7.0,11.0,0.5400617248673216,0.6153846153846154,4.083333333333333,0.3684210526315789,6.705882352941177,0.08013312852022529,2,3,True,0.1875,True,0.2509282201004761,0.2509282201004761,False,False,high_effect
PLAN :: TERMINATE,global,6.0,7.0,8.0,9.0,0.4447495899966607,0.49484536082474223,2.4,0.2857142857142857,5.588235294117647,0.07767338900734423,4,4,False,-0.008928571428571452,False,,,False,False,untested
REQUEST :: ERROR,global,4.0,3.0,10.0,13.0,0.40406101782088427,0.6037735849056604,1.2307692307692308,0.23529411764705882,3.823529411764706,0.07579238602340008,5,5,True,0.0982142857142857,False,,,False,False,untested
REQUEST :: PLAN,global,5.0,6.0,9.0,10.0,0.4029114820126901,0.4878048780487805,1.6666666666666667,0.25,4.647058823529412,0.07554504319210202,6,6,False,-0.01785714285714285,False,,,False,False,untested
ACT :: ERROR,global,4.0,4.0,10.0,12.0,0.3779644730092272,0.5333333333333333,1.1428571428571428,0.2222222222222222,3.764705882352941,0.07356485115754127,8,7,True,0.0357142857142857,False,,,False,False,untested
ERROR :: ACT,global,4.0,4.0,10.0,12.0,0.3779644730092272,0.5333333333333333,1.1428571428571428,0.2222222222222222,3.764705882352941,0.07356485115754127,8,8,True,0.0357142857142857,False,,,False,False,untested
INFORM :: PLAN,global,6.0,13.0,8.0,3.0,0.3678836036909795,0.3453237410071942,1.7142857142857142,0.2222222222222222,5.235294117647059,0.07470100498393338,7,9,False,-0.38392857142857145,False,,,False,False,untested
ACT :: INFORM,global,5.0,12.0,9.0,4.0,0.3241018617760822,0.3225806451612903,1.1904761904761905,0.19230769230769232,4.294117647058823,0.07228719110095162,10,10,False,-0.39285714285714285,False,,,False,False,untested
INFORM :: ACT,global,3.0,7.0,11.0,9.0,0.253546276418555,0.3287671232876712,0.5,0.14285714285714285,2.588235294117647,0.07062374245472837,11,11,False,-0.22321428571428573,False,,,False,False,untested
