pattern,fail_support,pass_support,mean_fail_surprise,mean_pass_surprise,surprise_delta,support_weighted_delta,rank
ACT :: INFORM :: TERMINATE :: VERIFY_PASS,39,7,0.804702474115489,0.7035507544900995,0.10115171962538949,0.3894490507245416,16
ACT :: INFORM :: PLAN :: TERMINATE,38,8,0.7552589552651349,0.6745299420267742,0.08072901323836068,0.3108186167080939,17
INFORM :: PLAN :: VERIFY_FAIL :: TERMINATE,37,0,1.1644869880403972,,1.1644869880403972,4.235921750877214,18
INFORM :: TERMINATE :: VERIFY_PASS :: PLAN,37,5,0.8027122107083361,0.6654721630411129,0.1372400476672232,0.51618728316375,19
TERMINATE :: INFORM :: PLAN :: ACT,36,3,0.8044176526875395,0.7952688712442008,0.00914878144333875,0.03374875189651116,20
TERMINATE :: INFORM :: PLAN :: VERIFY_FAIL,35,0,1.1260481438734766,,1.1260481438734766,4.035214849183954,21
PLAN :: ACT :: INFORM :: VERIFY_PASS,31,6,0.8341661218613518,0.8430404129770522,-0.008874291115700483,-0.0322809985398549,22
ACT :: INFORM :: VERIFY_PASS :: PLAN,30,6,0.8135649436078278,0.9003235104349067,-0.08675856682707883,-0.31327806303123995,23
PLAN :: ACT :: PLAN :: INFORM,29,6,0.8621653500337687,0.7553239329087788,0.10684141712498996,0.38286824167889044,24
TERMINATE :: VERIFY_PASS :: PLAN :: TERMINATE,29,4,0.7502544251866653,0.6594791946059294,0.09077523058073589,0.32010618973283683,25
ACT :: PLAN :: INFORM :: TERMINATE,28,6,0.8102281604265732,0.7553239329087788,0.054904227517794446,0.19520363887296419,26
INFORM :: VERIFY_PASS :: PLAN :: TERMINATE,27,5,0.7448576444385344,0.8248103276155347,-0.07995268317700033,-0.27955516128791547,27
REQUEST :: PLAN :: INFORM :: TERMINATE,25,3,1.2273399894643804,1.1070131745995224,0.12032681486485797,0.4051759819299907,28
PLAN :: ACT :: PLAN :: TERMINATE,23,6,0.8887993132698198,0.8332642429849452,0.05553507028487459,0.18888573564333921,29
REQUEST :: PLAN :: ACT :: REQUEST,21,0,1.302313085625531,,1.302313085625531,4.02550503523258,30
VERIFY_PASS :: PLAN :: VERIFY_FAIL :: TERMINATE,20,0,1.4690826477585612,,1.4690826477585612,4.472655083971076,31
ERROR :: PLAN :: ACT :: INFORM,20,5,1.0435015179870484,0.9272214489005794,0.11628006908646893,0.3788516905315232,32
TERMINATE :: ERROR :: PLAN :: ACT,14,3,1.029865368884811,0.7245073068147537,0.3053580620700572,0.8825983186531974,33
REQUEST :: ACT :: INFORM :: TERMINATE,14,3,1.1631817369947375,1.1015741529886276,0.06160758400610988,0.17806882088347545,34
TERMINATE :: VERIFY_PASS :: PLAN :: VERIFY_FAIL,12,0,1.3190547328380042,,1.3190547328380042,3.383308589449438,35
PLAN :: ACT :: INFORM :: ERROR,12,1,1.1650180006717716,1.3672138166284076,-0.20219581595663594,-0.5336063501178979,36
ACT :: PLAN :: VERIFY_FAIL :: TERMINATE,11,0,2.169244905405782,,2.169244905405782,5.390371090461569,37
VERIFY_PASS :: PLAN :: ACT :: INFORM,11,2,1.0110230153566242,0.9836667306568065,0.027356284699817657,0.07219480364809554,38
ACT :: INFORM :: ERROR :: PLAN,11,1,1.1444588506430746,1.3672138166284076,-0.22275496598533295,-0.5713552068754463,39
PLAN :: ACT :: PLAN :: VERIFY_FAIL,10,0,2.144219332764617,,2.144219332764617,5.141613401879151,40
ACT :: TERMINATE :: VERIFY_PASS :: PLAN,10,0,1.3478674938257664,,1.3478674938257664,3.2320450918033923,41
PLAN :: ACT :: TERMINATE :: VERIFY_PASS,10,0,1.3478674938257664,,1.3478674938257664,3.2320450918033923,42
TERMINATE :: VERIFY_PASS :: PLAN :: ACT,10,1,0.9901628141766368,0.6894440367818468,0.3007187773947899,0.7472580896644309,43
ACT :: INFORM :: TERMINATE :: ERROR,10,3,0.9118036506257544,0.7245073068147537,0.1872963438110007,0.4942857889445608,44
INFORM :: TERMINATE :: ERROR :: PLAN,10,3,0.9118036506257544,0.7245073068147537,0.1872963438110007,0.4942857889445608,45
INFORM :: ERROR :: PLAN :: ACT,10,1,1.1234308509829596,1.3672138166284076,-0.243782965645448,-0.6057779124374133,46
ACT :: INFORM :: PLAN :: ACT,9,2,1.0885462238323587,1.0816299647355128,0.0069162590968459,0.017186258221409127,47
VERIFY_FAIL :: PLAN :: ACT :: PLAN,8,0,2.4899869622226865,,2.4899869622226865,5.47106055064244,48
REQUEST :: PLAN :: TERMINATE :: PLAN,8,4,1.3795451174033826,1.099329642782178,0.28021547462120466,0.7187385015804385,49
TERMINATE :: ACT :: VERIFY_PASS :: PLAN,7,0,1.418288678294115,,1.418288678294115,2.9492483957389712,50
VERIFY_FAIL :: TERMINATE :: INFORM :: PLAN,7,0,1.196334909575464,,1.196334909575464,2.48770850873301,51
ACT :: INFORM :: VERIFY_FAIL :: TERMINATE,7,0,1.1744130722424835,,1.1744130722424835,2.4421233295128624,52
PLAN :: ACT :: INFORM :: VERIFY_FAIL,7,0,1.1744130722424835,,1.1744130722424835,2.4421233295128624,53
PLAN :: TERMINATE :: ACT :: VERIFY_PASS,7,2,1.3769350479596558,1.0411949300127918,0.335740117946864,0.7730701907045118,54
REQUEST :: PLAN :: ACT :: VERIFY_PASS,7,4,1.144633367814632,1.036606020639021,0.10802734717561102,0.2684378733556328,55
REQUEST :: PLAN :: VERIFY_PASS :: TERMINATE,7,1,1.1864267159941793,1.2778894245317662,-0.09146270853758698,-0.20096411110852538,56
ACT :: VERIFY_PASS :: PLAN :: VERIFY_FAIL,6,0,1.7461382133128802,,1.7461382133128802,3.397828070938845,57
INFORM :: VERIFY_FAIL :: TERMINATE :: INFORM,6,0,1.193176042289249,,1.193176042289249,2.321813370300301,58
PLAN :: TERMINATE :: PLAN :: ACT,6,2,1.4186509448068814,1.3004370454000505,0.11821389940683091,0.25974248515944043,59
VERIFY_FAIL :: PLAN :: ACT :: VERIFY_PASS,5,0,2.1439244888730657,,2.1439244888730657,3.8413970042482335,60
ACT :: VERIFY_PASS :: PLAN :: TERMINATE,5,3,1.162634526859374,1.0636540601156315,0.09898046674374261,0.2174823142055616,61
REQUEST :: PLAN :: ACT :: ERROR,5,2,1.2686840006757447,1.2312926620293179,0.03739133864642685,0.07775310288039868,62
TERMINATE :: PLAN :: ACT :: INFORM,5,1,1.2756562147476314,1.406755955845602,-0.13109974109797062,-0.255108316741065,63
INFORM :: PLAN :: TERMINATE :: ACT,5,1,1.3942949629164032,1.8396259334977967,-0.4453309705813935,-0.8665740553429867,64
INFORM :: PLAN :: TERMINATE :: PLAN,4,2,1.1024523335620326,1.098464758391363,0.0039875751706697216,0.007759462994727184,65
INFORM :: PLAN :: INFORM :: TERMINATE,4,2,1.1098602727550997,1.1098602727550997,0.0,0.0,66
PLAN :: TERMINATE :: PLAN :: TERMINATE,3,5,0.8285187467351357,1.0374984264131673,-0.20897967967803155,-0.45917528835242144,67
TERMINATE :: ACT :: INFORM :: TERMINATE,3,2,1.2163698420735556,1.5719018793669375,-0.3555320372933819,-0.637027894434359,68
