pattern,fail_support,pass_support,mean_fail_surprise,mean_pass_surprise,surprise_delta,support_weighted_delta,rank
REQUEST :: PLAN :: ACT :: INFORM,245,44,0.7064249051316713,0.5999253029098999,0.10649960222177146,0.6038400629422358,1
PLAN :: ACT :: INFORM :: TERMINATE,183,30,0.6613980126909471,0.5138577092427684,0.1475403034481787,0.7916977295519726,2
ACT :: INFORM :: TERMINATE :: INFORM,144,23,0.6180795209759855,0.4500474029609319,0.16803211801505363,0.8609905200919722,3
INFORM :: TERMINATE :: INFORM :: PLAN,143,23,0.6146261037444055,0.4500474029609319,0.16457870078347364,0.8423127722654067,4
TERMINATE :: INFORM :: PLAN :: TERMINATE,143,28,0.5435692738119758,0.483036170073616,0.06053310373835985,0.3115938171575831,5
REQUEST :: PLAN :: ACT :: TERMINATE,70,13,0.9780087839758123,0.8304266051731636,0.14758217880264868,0.6539095970486734,6
PLAN :: ACT :: VERIFY_PASS :: PLAN,64,13,0.7662242210429058,0.6790078012342682,0.08721641980863759,0.3799765460125563,7
ACT :: VERIFY_PASS :: PLAN :: INFORM,61,12,0.7403661877240216,0.6770154713456922,0.06335071637832945,0.2726656069934455,8
VERIFY_PASS :: PLAN :: INFORM :: TERMINATE,60,12,0.7346983336702129,0.6770154713456922,0.05768286232452069,0.2474859812527026,9
INFORM :: PLAN :: ACT :: VERIFY_PASS,57,11,0.6874945505703276,0.6402631992312903,0.04723135133903733,0.19998257192553645,10
INFORM :: PLAN :: ACT :: PLAN,52,12,0.8446059759564235,0.794294087946862,0.050311888009561545,0.21002130483152864,11
ACT :: TERMINATE :: INFORM :: PLAN,42,7,0.7443691702944522,0.639336525722891,0.10503264457156114,0.41089012188490487,12
PLAN :: ACT :: TERMINATE :: INFORM,42,8,0.7443691702944522,0.6818940593524134,0.062475110942038725,0.24564124260920386,13
PLAN :: ACT :: INFORM :: PLAN,42,10,0.7940261070766732,0.7770495286722846,0.016976578404388598,0.06740197195872763,14
INFORM :: PLAN :: ACT :: INFORM,40,5,0.8756424135977362,0.8735086889297493,0.0021337246679868915,0.008169266592564563,15
