pattern,fail_support,pass_support,mean_fail_surprise,mean_pass_surprise,surprise_delta,support_weighted_delta,rank
REQUEST :: PLAN :: ACT :: INFORM :: TERMINATE,228,40,0.7435004463640716,0.6106053471903079,0.13289509917376374,0.743509723640771,1
ACT :: INFORM :: TERMINATE :: INFORM :: PLAN,143,23,0.6256204620975491,0.46440869051272315,0.1612117715848259,0.8250808494598824,2
PLAN :: ACT :: INFORM :: TERMINATE :: INFORM,142,23,0.6204443811123963,0.46440869051272315,0.15603569059967315,0.7976525448933091,3
INFORM :: TERMINATE :: INFORM :: PLAN :: TERMINATE,105,21,0.48273171537457615,0.44053832263679654,0.04219339273777961,0.2043926882342277,4
ACT :: VERIFY_PASS :: PLAN :: INFORM :: TERMINATE,60,12,0.7107856315475217,0.6496350751916901,0.061150556355831664,0.2623639818483547,5
INFORM :: PLAN :: ACT :: VERIFY_PASS :: PLAN,57,11,0.6455312679605342,0.5963857134243671,0.04914555453616709,0.20808751213362445,6
PLAN :: ACT :: VERIFY_PASS :: PLAN :: INFORM,56,11,0.6507689450733443,0.5963857134243671,0.05438323164897718,0.22947046497523635,7
PLAN :: ACT :: TERMINATE :: INFORM :: PLAN,42,7,0.7613319279705246,0.6729676695885543,0.08836425838197037,0.34568301164786497,8
PLAN :: ACT :: INFORM :: TERMINATE :: VERIFY_PASS,39,7,0.8560430733929157,0.7358858774869949,0.12015719590592089,0.462622939645387,9
ACT :: INFORM :: TERMINATE :: VERIFY_PASS :: PLAN,37,5,0.8515871165905582,0.7088622668105741,0.14272484977998412,0.5368167215048226,10
PLAN :: ACT :: INFORM :: PLAN :: TERMINATE,37,8,0.8047941984188188,0.7405694700031006,0.06422472841571825,0.24589345389068837,11
TERMINATE :: INFORM :: PLAN :: VERIFY_FAIL :: TERMINATE,35,0,1.0900838987577124,,1.0900838987577124,3.9063362957043353,12
TERMINATE :: INFORM :: PLAN :: ACT :: INFORM,31,3,0.7901944112473117,0.7807923829887143,0.009402028258597372,0.03342748294327286,13
PLAN :: ACT :: INFORM :: VERIFY_PASS :: PLAN,30,5,0.8342363106679542,0.8230731944273595,0.01116311624059474,0.04000323846035822,14
REQUEST :: PLAN :: ACT :: INFORM :: PLAN,29,7,0.7224983796730826,0.6750311081314385,0.047467271541644096,0.17140042107407008,15
INFORM :: TERMINATE :: INFORM :: PLAN :: VERIFY_FAIL,28,0,1.0237216926998758,,1.0237216926998758,3.4471737868949863,16
PLAN :: ACT :: PLAN :: INFORM :: TERMINATE,28,6,0.8136751470482573,0.7494922194058854,0.06418292764237188,0.22819264737402215,17
INFORM :: PLAN :: ACT :: INFORM :: TERMINATE,28,3,0.7518560315494206,0.7807923829887143,-0.02893635143929374,-0.10028575207919085,18
INFORM :: TERMINATE :: INFORM :: PLAN :: ACT,27,2,0.7833690618327549,0.7150475532099534,0.06832150862280151,0.23237493623908087,19
