pattern,fail_support,pass_support,mean_fail_surprise,mean_pass_surprise,surprise_delta,support_weighted_delta,rank
ACT :: TERMINATE :: INFORM :: PLAN :: TERMINATE,27,6,0.656229459549754,0.633081940762274,0.023147518787480004,0.08162649649498044,20
ACT :: INFORM :: VERIFY_PASS :: PLAN :: TERMINATE,27,5,0.7689671667384153,0.8575412347346367,-0.08857406799622147,-0.30969989849863455,21
INFORM :: PLAN :: ACT :: PLAN :: INFORM,26,6,0.7494922194058851,0.7494922194058854,-3.3306690738754696e-16,-1.1645709601548139e-15,22
INFORM :: TERMINATE :: VERIFY_PASS :: PLAN :: TERMINATE,25,4,0.7412266741265816,0.6890945405057163,0.05213213362086533,0.17731167637174877,23
REQUEST :: PLAN :: ACT :: INFORM :: VERIFY_PASS,24,6,0.726495931316507,0.8437174935282871,-0.11722156221178004,-0.4025373447250122,24
INFORM :: PLAN :: ACT :: PLAN :: TERMINATE,22,6,0.7588830592135419,0.7588830592135419,0.0,0.0,25
REQUEST :: PLAN :: ACT :: VERIFY_PASS :: TERMINATE,20,4,1.3900846004465128,1.1318229306409489,0.258261669805564,0.8313122454272236,26
TERMINATE :: VERIFY_PASS :: PLAN :: VERIFY_FAIL :: TERMINATE,12,0,1.2987697656416313,,1.2987697656416313,3.331278675872973,27
PLAN :: ACT :: REQUEST :: INFORM :: PLAN,12,1,1.4223313921910545,1.2622972647891395,0.16003412740191503,0.4223392369086059,28
ACT :: TERMINATE :: INFORM :: PLAN :: ACT,12,1,0.8739620731013521,0.9122820425462362,-0.03831996944488414,-0.10112859623415422,29
TERMINATE :: ERROR :: PLAN :: ACT :: INFORM,11,3,1.064408853172691,0.7426377008871378,0.3217711522855532,0.8713724336557822,30
REQUEST :: PLAN :: ACT :: INFORM :: ERROR,11,1,1.2840110904500481,1.2622972647891395,0.021713825660908626,0.05569486317697941,31
PLAN :: ACT :: INFORM :: ERROR :: PLAN,11,1,1.2574650186082674,1.2622972647891395,-0.00483224618087208,-0.012394466736723805,32
PLAN :: ACT :: PLAN :: VERIFY_FAIL :: TERMINATE,10,0,2.040178007025209,,2.040178007025209,4.8921331987129495,33
REQUEST :: PLAN :: ACT :: REQUEST :: TERMINATE,10,0,1.4729019425406338,,1.4729019425406338,3.5318646053137233,34
PLAN :: ACT :: TERMINATE :: VERIFY_PASS :: PLAN,10,0,1.3814796417116841,,1.3814796417116841,3.312643502327634,35
TERMINATE :: VERIFY_PASS :: PLAN :: ACT :: INFORM,10,1,1.0540192125612435,0.7879331720300059,0.26608604053123763,0.6611989715318318,36
ACT :: INFORM :: TERMINATE :: ERROR :: PLAN,10,3,0.9952256986078994,0.7426377008871378,0.2525879977207617,0.6665942067578183,37
INFORM :: TERMINATE :: ERROR :: PLAN :: ACT,10,3,0.9952256986078994,0.7426377008871378,0.2525879977207617,0.6665942067578183,38
PLAN :: ACT :: INFORM :: TERMINATE :: ERROR,10,3,0.9952256986078994,0.7426377008871378,0.2525879977207617,0.6665942067578183,39
INFORM :: PLAN :: ACT :: INFORM :: PLAN,10,2,1.1855555446575339,1.2178853269267356,-0.03232978226920169,-0.08292425425826026,40
ACT :: INFORM :: ERROR :: PLAN :: ACT,10,1,1.2116713575672922,1.2622972647891395,-0.050625907221847344,-0.1258006535071188,41
VERIFY_PASS :: PLAN :: ACT :: INFORM :: TERMINATE,9,1,1.0320362768442657,0.7879331720300059,0.24410310481425979,0.5853336811095188,42
PLAN :: ACT :: INFORM :: PLAN :: ACT,9,2,1.1589949962875299,1.1368566044232424,0.022138391864287454,0.05501183715918046,43
ACT :: INFORM :: PLAN :: ACT :: INFORM,8,1,1.172805420078233,0.9815327299130795,0.19127269016515347,0.4404216450711512,44
INFORM :: ERROR :: PLAN :: ACT :: INFORM,8,1,1.1775623567831572,1.2622972647891395,-0.08473490800598227,-0.1951093360307966,45
REQUEST :: PLAN :: ACT :: REQUEST :: INFORM,7,0,1.5330919012764634,,1.5330919012764634,3.1879749867271996,46
PLAN :: ACT :: INFORM :: VERIFY_FAIL :: TERMINATE,7,0,1.1768068416843842,,1.1768068416843842,2.4471010331315544,47
INFORM :: TERMINATE :: VERIFY_PASS :: PLAN :: VERIFY_FAIL,7,0,1.1254271689359703,,1.1254271689359703,2.340260007220587,48
REQUEST :: TERMINATE :: INFORM :: PLAN :: TERMINATE,7,1,1.1169008404498808,1.0855129107316828,0.03138792971819804,0.06896633060852665,49
ERROR :: PLAN :: ACT :: INFORM :: PLAN,7,1,1.0992634298637163,1.1993380031047354,-0.1000745732410191,-0.21988631189160074,50
VERIFY_FAIL :: PLAN :: ACT :: PLAN :: VERIFY_FAIL,6,0,2.4512543538861773,,2.4512543538861773,4.769920725143137,51
ACT :: VERIFY_PASS :: PLAN :: VERIFY_FAIL :: TERMINATE,6,0,1.7486107509354445,,1.7486107509354445,3.402639406992514,52
PLAN :: TERMINATE :: ACT :: VERIFY_PASS :: PLAN,6,0,1.4579779533484054,,1.4579779533484054,2.837094096519556,53
ACT :: INFORM :: VERIFY_FAIL :: TERMINATE :: INFORM,6,0,1.1925736639469868,,1.1925736639469868,2.3206411961705222,54
INFORM :: VERIFY_FAIL :: TERMINATE :: INFORM :: PLAN,6,0,1.1925736639469868,,1.1925736639469868,2.3206411961705222,55
REQUEST :: PLAN :: TERMINATE :: PLAN :: ACT,6,1,1.531130156195273,1.2849048592799244,0.24622529691534867,0.5120111110182279,56
ERROR :: PLAN :: ACT :: INFORM :: TERMINATE,6,3,0.9741687923281699,0.7426377008871378,0.23153109144103212,0.5331200397167619,57
INFORM :: TERMINATE :: VERIFY_PASS :: PLAN :: ACT,6,1,1.0185095942221267,0.7879331720300059,0.23057642219212082,0.4794701908382044,58
PLAN :: ACT :: VERIFY_PASS :: PLAN :: VERIFY_FAIL,5,0,1.6246070442211356,,1.6246070442211356,2.910905055257821,59
ACT :: TERMINATE :: VERIFY_PASS :: PLAN :: VERIFY_FAIL,5,0,1.5414494010295563,,1.5414494010295563,2.7619065606306212,60
INFORM :: PLAN :: TERMINATE :: ACT :: VERIFY_PASS,5,0,1.4866850655737753,,1.4866850655737753,2.663782044001744,61
TERMINATE :: ACT :: VERIFY_PASS :: PLAN :: INFORM,5,0,1.4866850655737753,,1.4866850655737753,2.663782044001744,62
REQUEST :: PLAN :: ACT :: ERROR :: TERMINATE,5,0,1.4423946988801049,,1.4423946988801049,2.5844243600827768,63
ERROR :: PLAN :: ACT :: INFORM :: VERIFY_PASS,5,0,1.2190320974822613,,1.2190320974822613,2.184212303956779,64
INFORM :: PLAN :: ACT :: INFORM :: VERIFY_FAIL,5,0,1.0525060990671844,,1.0525060990671844,1.885837769423909,65
PLAN :: ACT :: REQUEST :: VERIFY_PASS :: PLAN,5,1,1.4051025548242035,1.2921804789334055,0.11292207589079806,0.21973621352829825,66
PLAN :: ACT :: VERIFY_PASS :: PLAN :: TERMINATE,3,2,1.1978591438884931,1.121487711626752,0.07637143226174103,0.13683923693348346,67
