pattern,label,e_f,e_p,n_f,n_p,ochiai,tarantula,dstar,jaccard,op2,rrf_score,rank_rrf,rank,higher_in_positives,fail_pass_rate_delta,fisher_tested,p_value,q_value,reject_bh,reject_bh_exploratory,evidence_level
ACT :: INFORM :: VERIFY_FAIL :: TERMINATE :: INFORM,global,6.0,0.0,491.0,100.0,0.10987463131972675,1.0,0.07331975560081466,0.012072434607645875,6.0,0.0494827371307491,45,52,True,0.012072434607645875,False,,,False,False,untested
PLAN :: TERMINATE :: ACT :: VERIFY_PASS :: PLAN,global,6.0,0.0,491.0,100.0,0.10987463131972675,1.0,0.07331975560081466,0.012072434607645875,6.0,0.0494827371307491,45,53,True,0.012072434607645875,False,,,False,False,untested
ACT :: VERIFY_PASS :: PLAN :: VERIFY_FAIL :: TERMINATE,global,6.0,0.0,491.0,100.0,0.10987463131972675,1.0,0.07331975560081466,0.012072434607645875,6.0,0.0494827371307491,45,54,True,0.012072434607645875,False,,,False,False,untested
INFORM :: VERIFY_FAIL :: TERMINATE :: INFORM :: PLAN,global,6.0,0.0,491.0,100.0,0.10987463131972675,1.0,0.07331975560081466,0.012072434607645875,6.0,0.0494827371307491,45,55,True,0.012072434607645875,False,,,False,False,untested
INFORM :: TERMINATE :: VERIFY_PASS :: PLAN :: ACT,global,6.0,1.0,491.0,99.0,0.10172414213090171,0.5469462169553327,0.07317073170731707,0.012048192771084338,5.99009900990099,0.04418698069726633,63,56,True,0.0020724346076458743,False,,,False,False,untested
REQUEST :: PLAN :: TERMINATE :: PLAN :: ACT,global,6.0,1.0,491.0,99.0,0.10172414213090171,0.5469462169553327,0.07317073170731707,0.012048192771084338,5.99009900990099,0.04418698069726633,63,57,True,0.0020724346076458743,False,,,False,False,untested
TERMINATE :: ACT :: VERIFY_PASS :: PLAN :: INFORM,global,5.0,0.0,492.0,100.0,0.10030135678562993,1.0,0.0508130081300813,0.01006036217303823,5.0,0.046939133786597115,59,58,True,0.01006036217303823,False,,,False,False,untested
ACT :: TERMINATE :: VERIFY_PASS :: PLAN :: VERIFY_FAIL,global,5.0,0.0,492.0,100.0,0.10030135678562993,1.0,0.0508130081300813,0.01006036217303823,5.0,0.046939133786597115,59,59,True,0.01006036217303823,False,,,False,False,untested
ERROR :: PLAN :: ACT :: INFORM :: VERIFY_PASS,global,5.0,0.0,492.0,100.0,0.10030135678562993,1.0,0.0508130081300813,0.01006036217303823,5.0,0.046939133786597115,59,60,True,0.01006036217303823,False,,,False,False,untested
INFORM :: PLAN :: ACT :: INFORM :: VERIFY_FAIL,global,5.0,0.0,492.0,100.0,0.10030135678562993,1.0,0.0508130081300813,0.01006036217303823,5.0,0.046939133786597115,59,61,True,0.01006036217303823,False,,,False,False,untested
REQUEST :: PLAN :: ACT :: ERROR :: TERMINATE,global,5.0,0.0,492.0,100.0,0.10030135678562993,1.0,0.0508130081300813,0.01006036217303823,5.0,0.046939133786597115,59,62,True,0.01006036217303823,False,,,False,False,untested
PLAN :: ACT :: VERIFY_PASS :: PLAN :: VERIFY_FAIL,global,5.0,0.0,492.0,100.0,0.10030135678562993,1.0,0.0508130081300813,0.01006036217303823,5.0,0.046939133786597115,59,63,True,0.01006036217303823,False,,,False,False,untested
INFORM :: PLAN :: TERMINATE :: ACT :: VERIFY_PASS,global,5.0,0.0,492.0,100.0,0.10030135678562993,1.0,0.0508130081300813,0.01006036217303823,5.0,0.046939133786597115,59,64,True,0.01006036217303823,False,,,False,False,untested
PLAN :: ACT :: REQUEST :: VERIFY_PASS :: PLAN,global,5.0,1.0,492.0,99.0,0.09156219276643895,0.5015045135406219,0.05070993914807302,0.010040160642570281,4.99009900990099,0.040818532818532816,66,65,True,6.036217303822915e-05,False,,,False,False,untested
ERROR :: PLAN :: ACT :: INFORM :: TERMINATE,global,6.0,3.0,491.0,97.0,0.08971226080325131,0.2869440459110474,0.0728744939271255,0.012,5.97029702970297,0.04129674468657519,65,66,False,-0.017927565392354124,False,,,False,False,untested
PLAN :: ACT :: VERIFY_PASS :: PLAN :: TERMINATE,global,3.0,2.0,494.0,98.0,0.06018081407137796,0.231839258114374,0.018145161290322582,0.006012024048096192,2.98019801980198,0.03937007874015748,67,67,False,-0.013963782696177063,False,,,False,False,untested
