pattern,fail_support,pass_support,mean_fail_surprise,mean_pass_surprise,surprise_delta,support_weighted_delta,rank
REQUEST :: ACT :: TERMINATE,18,3,1.0750268389459203,1.0660615946539254,0.008965244291994967,0.027711950711284763,28
TERMINATE :: ERROR :: PLAN,14,3,0.9643507064665707,0.7065170952648269,0.25783361120174386,0.7452349880539006,29
REQUEST :: PLAN :: INFORM,14,2,1.049115755438096,1.1264277058558676,-0.0773119504177715,-0.21904124957864277,30
VERIFY_FAIL :: PLAN :: ACT,13,0,2.415821463838911,,2.415821463838911,6.375491341185941,31
REQUEST :: INFORM :: TERMINATE,13,2,1.0460845169889519,0.889098671834319,0.15698584515463287,0.4352571838270157,32
VERIFY_PASS :: PLAN :: ACT,13,2,1.0659899347650286,1.005600170119842,0.06038976464518653,0.16743598039395882,33
REQUEST :: ACT :: INFORM,13,2,0.9993266617200462,1.1264277058558676,-0.12710104413582135,-0.35239892155587893,34
ACT :: INFORM :: ERROR,12,1,1.0733116106783003,1.2173413306559482,-0.1440297199776479,-0.3801026881894449,35
ACT :: PLAN :: VERIFY_FAIL,11,0,2.2624184652641435,,2.2624184652641435,5.621898688938032,36
PLAN :: TERMINATE :: PLAN,11,6,1.2382169285370817,1.0595595653932837,0.178657363143798,0.5163861967710328,37
INFORM :: ERROR :: PLAN,11,1,1.0618877564176021,1.2173413306559482,-0.15545357423834605,-0.398730545357745,38
ACT :: TERMINATE :: VERIFY_PASS,10,0,1.3274596361235116,,1.3274596361235116,3.1831091862912135,39
INFORM :: TERMINATE :: ERROR,10,3,0.8983423843142541,0.7065170952648269,0.1918252890494272,0.5062379350714564,40
INFORM :: VERIFY_FAIL :: TERMINATE,9,0,1.0346937346398215,,1.0346937346398215,2.38247036919599,41
TERMINATE :: PLAN :: ACT,8,2,1.3229105511350752,1.2562388802282816,0.0666716709067936,0.15987168449696904,42
PLAN :: TERMINATE :: ACT,8,4,1.2372991398858737,1.190462335689971,0.04683680419590264,0.12013403082783228,43
TERMINATE :: ACT :: VERIFY_PASS,8,2,1.1887410615356506,1.2463663549232478,-0.05762529338759714,-0.13817941860773839,44
VERIFY_FAIL :: TERMINATE :: INFORM,7,0,1.0421901617859384,,1.0421901617859384,2.167173516747709,45
ACT :: INFORM :: VERIFY_FAIL,7,0,1.0171857156395954,,1.0171857156395954,2.115178232704307,46
VERIFY_PASS :: VERIFY_FAIL :: TERMINATE,5,0,2.241807129494325,,2.241807129494325,4.016779152454421,47
REQUEST :: ACT :: VERIFY_PASS,5,1,0.9982757426354432,1.2716506117622974,-0.27337486912685427,-0.5319629323306138,48
REQUEST :: PLAN :: VERIFY_PASS,5,1,0.9982757426354432,1.2716506117622974,-0.27337486912685427,-0.5319629323306138,49
TERMINATE :: ACT :: INFORM,4,3,1.264956674539439,1.229701357735509,0.035255316803930015,0.07331137032717525,50
INFORM :: PLAN :: INFORM,4,3,1.2010043187209987,1.2300409344944883,-0.029036615773489594,-0.060379945069190234,51
TERMINATE :: PLAN :: TERMINATE,4,8,0.7263399317100806,0.9773143512407124,-0.2509744195306318,-0.6437366761143762,52
