pattern,label,e_f,e_p,n_f,n_p,ochiai,tarantula,dstar,jaccard,op2,rrf_score,rank_rrf,rank,higher_in_positives,fail_pass_rate_delta,fisher_tested,p_value,q_value,reject_bh,reject_bh_exploratory,evidence_level
VERIFY_PASS :: PLAN :: TERMINATE,global,67.0,13.0,430.0,87.0,0.3360095452318603,0.5090798571537117,10.133182844243793,0.13137254901960785,66.87128712871286,0.06744913928012519,11,11,True,0.004808853118712264,False,,,False,False,untested
PLAN :: ACT :: VERIFY_PASS,global,66.0,15.0,431.0,85.0,0.32894495627858816,0.46958377801494133,9.766816143497758,0.12890625,65.85148514851485,0.06545654565456546,15,12,False,-0.017203219315895357,False,,,False,False,untested
PLAN :: ACT :: PLAN,global,62.0,12.0,435.0,88.0,0.3232939930271774,0.5097007563301545,8.599552572706935,0.12180746561886051,61.881188118811885,0.06603047560412498,14,13,True,0.004748490945674047,False,,,False,False,untested
VERIFY_PASS :: PLAN :: INFORM,global,61.0,12.0,436.0,88.0,0.32025079062011524,0.5056366047745359,8.305803571428571,0.11984282907662082,60.881188118811885,0.06504306504306505,17,14,True,0.002736418511066402,False,,,False,False,untested
PLAN :: ACT :: TERMINATE,global,54.0,8.0,443.0,92.0,0.3076236499181525,0.575938566552901,6.465631929046563,0.10693069306930693,53.92079207920792,0.06666666666666667,12,15,True,0.02865191146881288,False,,,False,False,untested
TERMINATE :: VERIFY_PASS :: PLAN,global,49.0,5.0,448.0,95.0,0.2991031630370339,0.6635071090047393,5.300220750551876,0.09760956175298804,48.95049504950495,0.06633020908435472,13,16,True,0.04859154929577464,False,,,False,False,untested
INFORM :: PLAN :: VERIFY_FAIL,global,37.0,0.0,460.0,100.0,0.2728491892611794,1.0,2.976086956521739,0.0744466800804829,37.0,0.06529122559656911,16,17,True,0.0744466800804829,False,,,False,False,untested
ACT :: TERMINATE :: INFORM,global,42.0,8.0,455.0,92.0,0.2664318214721315,0.5136986301369862,3.8099352051835855,0.08316831683168317,41.92079207920792,0.06228944923837983,18,18,True,0.0045070422535211235,False,,,False,False,untested
REQUEST :: PLAN :: TERMINATE,global,47.0,16.0,450.0,84.0,0.26561303778624334,0.3714827695226051,4.740343347639485,0.09161793372319688,46.84158415841584,0.0609650612016636,21,19,False,-0.06543259557344065,False,,,False,False,untested
ACT :: INFORM :: PLAN,global,43.0,10.0,454.0,90.0,0.2649429248464991,0.4638619201725998,3.9849137931034484,0.08481262327416174,42.9009900990099,0.060765460030165905,22,20,False,-0.013480885311871235,False,,,False,False,untested
INFORM :: TERMINATE :: VERIFY_PASS,global,39.0,7.0,458.0,93.0,0.25793334886623875,0.5285269006640465,3.270967741935484,0.07738095238095238,38.93069306930693,0.06189387178343002,19,21,True,0.008470824949698183,False,,,False,False,untested
ACT :: INFORM :: VERIFY_PASS,global,32.0,7.0,465.0,93.0,0.22984733913768188,0.4791136397664321,2.169491525423729,0.06349206349206349,31.93069306930693,0.058780487804878045,25,22,False,-0.005613682092555333,False,,,False,False,untested
INFORM :: VERIFY_PASS :: PLAN,global,30.0,6.0,467.0,94.0,0.2242806520081283,0.5015045135406219,1.9027484143763214,0.05964214711729622,29.940594059405942,0.05888795825011274,24,23,True,0.00036217303822937835,False,,,False,False,untested
ACT :: PLAN :: INFORM,global,29.0,6.0,468.0,94.0,0.21988002686562833,0.4930295817749065,1.7742616033755274,0.05765407554671968,28.940594059405942,0.05803571428571428,27,24,False,-0.0016498993963782668,False,,,False,False,untested
ERROR :: PLAN :: ACT,global,25.0,5.0,472.0,95.0,0.20473928719469703,0.5015045135406219,1.310272536687631,0.049800796812749,24.95049504950495,0.057754010695187166,29,25,True,0.00030181086519114747,False,,,False,False,untested
VERIFY_PASS :: PLAN :: VERIFY_FAIL,global,20.0,0.0,477.0,100.0,0.20060271357125986,1.0,0.8385744234800838,0.04024144869215292,20.0,0.06137784116995292,20,26,True,0.04024144869215292,False,,,False,False,untested
ACT :: PLAN :: TERMINATE,global,23.0,6.0,474.0,94.0,0.19158020899760772,0.43544112078758046,1.1020833333333333,0.04572564612326044,22.940594059405942,0.0559017833276053,35,27,False,-0.013722334004024145,False,,,False,False,untested
REQUEST :: ACT :: TERMINATE,global,18.0,3.0,479.0,97.0,0.17619138252707958,0.5469462169553327,0.6721991701244814,0.036,17.97029702970297,0.057800224466891134,28,28,True,0.006217303822937628,False,,,False,False,untested
VERIFY_FAIL :: PLAN :: ACT,global,13.0,0.0,484.0,100.0,0.16173107818196042,1.0,0.34917355371900827,0.026156941649899398,13.0,0.05947016359573183,23,29,True,0.026156941649899398,False,,,False,False,untested
REQUEST :: PLAN :: INFORM,global,14.0,2.0,483.0,98.0,0.1569964564056898,0.5847953216374269,0.4041237113402062,0.028056112224448898,13.98019801980198,0.05833248979316395,26,30,True,0.008169014084507042,False,,,False,False,untested
TERMINATE :: ERROR :: PLAN,global,14.0,3.0,483.0,97.0,0.15230893473137352,0.48426150121065376,0.40329218106995884,0.028,13.970297029702971,0.05442335442335443,39,31,False,-0.001830985915492956,False,,,False,False,untested
VERIFY_PASS :: PLAN :: ACT,global,13.0,2.0,484.0,98.0,0.15056343988469714,0.5666957279860506,0.3477366255144033,0.026052104208416832,12.98019801980198,0.05599776567518504,33,32,True,0.006156941649899397,False,,,False,False,untested
REQUEST :: ACT :: INFORM,global,13.0,2.0,484.0,98.0,0.15056343988469714,0.5666957279860506,0.3477366255144033,0.026052104208416832,12.98019801980198,0.05599776567518504,33,33,True,0.006156941649899397,False,,,False,False,untested
REQUEST :: INFORM :: TERMINATE,global,13.0,2.0,484.0,98.0,0.15056343988469714,0.5666957279860506,0.3477366255144033,0.026052104208416832,12.98019801980198,0.05599776567518504,33,34,True,0.006156941649899397,False,,,False,False,untested
ACT :: INFORM :: ERROR,global,12.0,1.0,485.0,99.0,0.14929022601411732,0.7071302298173247,0.2962962962962963,0.024096385542168676,11.990099009900991,0.05618977020014825,31,35,True,0.014144869215291749,False,,,False,False,untested
ACT :: PLAN :: VERIFY_FAIL,global,11.0,0.0,486.0,100.0,0.14877095408944618,1.0,0.24897119341563786,0.022132796780684104,11.0,0.056933842239185746,30,36,True,0.022132796780684104,False,,,False,False,untested
INFORM :: ERROR :: PLAN,global,11.0,1.0,486.0,99.0,0.14243734429200944,0.688791484032561,0.24845995893223818,0.02208835341365462,10.990099009900991,0.055126002290950736,37,37,True,0.012132796780684104,False,,,False,False,untested
ACT :: TERMINATE :: VERIFY_PASS,global,10.0,0.0,487.0,100.0,0.1418475390906605,1.0,0.2053388090349076,0.02012072434607646,10.0,0.05577428750820245,36,38,True,0.02012072434607646,False,,,False,False,untested
INFORM :: VERIFY_FAIL :: TERMINATE,global,9.0,0.0,488.0,100.0,0.13456839120487699,1.0,0.16598360655737704,0.018108651911468814,9.0,0.055071155970558894,38,39,True,0.018108651911468814,False,,,False,False,untested
INFORM :: TERMINATE :: ERROR,global,10.0,3.0,487.0,97.0,0.1244085216784311,0.40144520272982737,0.20408163265306123,0.02,9.970297029702971,0.04943396226415095,44,40,False,-0.00987927565392354,False,,,False,False,untested
PLAN :: TERMINATE :: PLAN,global,11.0,6.0,486.0,94.0,0.11967130586036491,0.2694757471827535,0.2459349593495935,0.02186878727634195,10.94059405940594,0.049687546923574584,43,41,False,-0.037867203219315894,False,,,False,False,untested
ACT :: INFORM :: VERIFY_FAIL,global,7.0,0.0,490.0,100.0,0.11867816581938534,1.0,0.1,0.014084507042253521,7.0,0.05345929209084067,40,42,True,0.014084507042253521,False,,,False,False,untested
VERIFY_FAIL :: TERMINATE :: INFORM,global,7.0,0.0,490.0,100.0,0.11867816581938534,1.0,0.1,0.014084507042253521,7.0,0.05345929209084067,40,43,True,0.014084507042253521,False,,,False,False,untested
TERMINATE :: ACT :: VERIFY_PASS,global,8.0,2.0,489.0,98.0,0.1134780312725284,0.44593088071348946,0.13034623217922606,0.01603206412825651,7.98019801980198,0.04849950642214972,45,44,False,-0.003903420523138832,False,,,False,False,untested
TERMINATE :: PLAN :: ACT,global,8.0,2.0,489.0,98.0,0.1134780312725284,0.44593088071348946,0.13034623217922606,0.01603206412825651,7.98019801980198,0.04849950642214972,45,45,False,-0.003903420523138832,False,,,False,False,untested
PLAN :: TERMINATE :: ACT,global,8.0,4.0,489.0,96.0,0.10359079584873414,0.2869440459110474,0.12981744421906694,0.015968063872255488,7.96039603960396,0.04753937536956405,49,46,False,-0.023903420523138832,False,,,False,False,untested
VERIFY_PASS :: VERIFY_FAIL :: TERMINATE,global,5.0,0.0,492.0,100.0,0.10030135678562993,1.0,0.0508130081300813,0.01006036217303823,5.0,0.052650353142612544,42,47,True,0.01006036217303823,False,,,False,False,untested
REQUEST :: ACT :: VERIFY_PASS,global,5.0,1.0,492.0,99.0,0.09156219276643895,0.5015045135406219,0.05070993914807302,0.010040160642570281,4.99009900990099,0.04756154661278001,47,48,True,6.036217303822915e-05,False,,,False,False,untested
REQUEST :: PLAN :: VERIFY_PASS,global,5.0,1.0,492.0,99.0,0.09156219276643895,0.5015045135406219,0.05070993914807302,0.010040160642570281,4.99009900990099,0.04756154661278001,47,49,True,6.036217303822915e-05,False,,,False,False,untested
INFORM :: PLAN :: INFORM,global,4.0,3.0,493.0,97.0,0.06781609475393448,0.21152829190904288,0.03225806451612903,0.008,3.9702970297029703,0.04524886877828055,50,50,False,-0.021951710261569415,False,,,False,False,untested
TERMINATE :: ACT :: INFORM,global,4.0,3.0,493.0,97.0,0.06781609475393448,0.21152829190904288,0.03225806451612903,0.008,3.9702970297029703,0.04524886877828055,50,51,False,-0.021951710261569415,False,,,False,False,untested
TERMINATE :: PLAN :: TERMINATE,global,4.0,8.0,493.0,92.0,0.05179539792436707,0.09140767824497259,0.031936127744510975,0.007920792079207921,3.9207920792079207,0.04464285714285714,52,52,False,-0.07195171026156942,False,,,False,False,untested
