pattern,fail_support,pass_support,mean_fail_surprise,mean_pass_surprise,surprise_delta,support_weighted_delta,rank
PLAN :: ACT :: PLAN :: ACT :: TERMINATE,11,10,1.2142013428977594,1.0540145867090918,0.16018675618866762,0.4951440638449296,1
ACT :: TERMINATE :: PLAN :: ACT :: PLAN,10,10,1.2600859387720007,1.0504342252121375,0.20965171355986323,0.6382893460401676,2
ACT :: PLAN :: ACT :: PLAN :: ACT,9,9,1.2298108587052103,1.0187650128049266,0.21104584590028375,0.6214116150599494,3
ACT :: PLAN :: ACT :: TERMINATE :: PLAN,9,12,1.2156299067263303,1.0707955118914463,0.14483439483488403,0.4476892631410869,4
PLAN :: ACT :: PLAN :: ACT :: PLAN,8,10,1.1566828743870312,1.0399798151630433,0.11670305922398794,0.34362503656707966,5
TERMINATE :: PLAN :: ACT :: PLAN :: ACT,8,10,1.141054348799173,1.056045769259443,0.08500857953972996,0.2503025751603516,6
PLAN :: ACT :: TERMINATE :: ACT :: PLAN,7,5,1.2244193306269062,1.1448900306007852,0.07952930002612102,0.2039886270013649,7
ACT :: PLAN :: ACT :: TERMINATE :: ACT,7,5,1.1852276113770779,1.1501826575112148,0.03504495386586304,0.0898885319005146,8
ACT :: TERMINATE :: ACT :: PLAN :: ACT,6,6,1.185931612001103,1.1636377206570279,0.022293891344075112,0.05718270227830277,9
INFORM :: PLAN :: ACT :: PLAN :: ACT,5,7,1.1638322872217528,1.0798068146008055,0.08402547262094728,0.21552108200950068,10
PLAN :: ACT :: INFORM :: PLAN :: ACT,4,5,1.2624614000553636,1.1005637052462252,0.1618976948091384,0.3727832186576216,11
TERMINATE :: ACT :: PLAN :: ACT :: PLAN,4,2,1.2190122376191586,1.1749769228372524,0.04403531478190614,0.08568876595095662,12
ACT :: TERMINATE :: PLAN :: TERMINATE :: PLAN,3,2,1.3175693521134255,1.0299142896209132,0.28765506249251227,0.5154086820923468,13
TERMINATE :: PLAN :: TERMINATE :: PLAN :: ACT,3,2,1.3175693521134255,1.0299142896209132,0.28765506249251227,0.5154086820923468,14
ACT :: INFORM :: PLAN :: ACT :: INFORM,3,3,1.310792068914407,1.0696294603290244,0.24116260858538263,0.4692807676189501,15
ACT :: TERMINATE :: PLAN :: ACT :: TERMINATE,3,8,1.2915975284948489,1.056405033457652,0.23519249503719686,0.5844313948981618,16
TERMINATE :: PLAN :: ACT :: TERMINATE :: PLAN,3,8,1.2915975284948489,1.056405033457652,0.23519249503719686,0.5844313948981618,17
PLAN :: ACT :: TERMINATE :: PLAN :: TERMINATE,3,2,1.2645560065274635,1.0299142896209132,0.23464171690655022,0.42042151814323997,18
INFORM :: PLAN :: ACT :: INFORM :: PLAN,3,4,1.310792068914407,1.1094306236270361,0.20136144528737088,0.4187193542232504,19
PLAN :: ACT :: PLAN :: ACT :: INFORM,3,4,1.215720349964841,1.0684961031775138,0.14722424678732726,0.3061442147120924,20
ACT :: INFORM :: PLAN :: ACT :: PLAN,3,4,1.2562447451372727,1.1094306236270361,0.14681412151023654,0.305291383173617,21
