pattern,fail_support,pass_support,mean_fail_surprise,mean_pass_surprise,surprise_delta,support_weighted_delta,rank
PLAN :: ACT :: PLAN :: ACT :: INFORM,12,16,0.4352429307074535,0.4683883046252644,-0.03314537391781086,-0.11161027937678696,24
VERIFY_PASS :: PLAN :: ACT :: PLAN :: ACT,12,16,0.4352429307074535,0.4683883046252644,-0.03314537391781086,-0.11161027937678696,25
ACT :: PLAN :: INFORM :: ACT :: VERIFY_PASS,11,3,0.7311955375475283,0.6068056410294134,0.12438989651811494,0.33685408428096425,26
PLAN :: INFORM :: ACT :: VERIFY_PASS :: PLAN,11,3,0.7311955375475283,0.6068056410294134,0.12438989651811494,0.33685408428096425,27
INFORM :: ACT :: ERROR :: ACT :: PLAN,10,1,0.8328106281035244,0.5565856553396581,0.27622497276386626,0.6863932716584406,28
INFORM :: ACT :: INFORM :: ACT :: ERROR,10,3,0.7675870933403763,0.5829770128947009,0.1846100804456754,0.48719658592102216,29
INFORM :: PLAN :: INFORM :: REQUEST :: INFORM,10,1,0.6702966230401104,0.9494247838206219,-0.2791281607805115,-0.6936074228665872,30
INFORM :: REQUEST :: INFORM :: ACT :: INFORM,10,1,0.6702966230401104,0.9494247838206219,-0.2791281607805115,-0.6936074228665872,31
PLAN :: INFORM :: PLAN :: INFORM :: REQUEST,10,1,0.6702966230401104,0.9494247838206219,-0.2791281607805115,-0.6936074228665872,32
PLAN :: INFORM :: REQUEST :: INFORM :: ACT,10,1,0.6702966230401104,0.9494247838206219,-0.2791281607805115,-0.6936074228665872,33
REQUEST :: INFORM :: ACT :: INFORM :: ACT,10,1,0.6702966230401104,0.9494247838206219,-0.2791281607805115,-0.6936074228665872,34
ACT :: ERROR :: ACT :: PLAN :: ERROR,9,1,0.7652951503777092,0.5565856553396581,0.20870949503805114,0.5004635115398778,35
ACT :: INFORM :: ACT :: ERROR :: ACT,9,1,0.7652951503777092,0.5565856553396581,0.20870949503805114,0.5004635115398778,36
REQUEST :: PLAN :: ACT :: INFORM :: TERMINATE,8,5,0.639387737613984,0.60402887318737,0.03535886442661407,0.09331407033192808,37
INFORM :: ACT :: PLAN :: VERIFY_FAIL :: INFORM,7,3,1.024594373046454,0.8252886639145934,0.19930570913186052,0.4779142177690154,38
ACT :: INFORM :: ACT :: PLAN :: VERIFY_FAIL,7,2,1.024594373046454,0.9127147729614247,0.11187960008502928,0.25761229936592384,39
ERROR :: INFORM :: ACT :: VERIFY_PASS :: PLAN,7,1,0.6657253459380923,0.5565856553396581,0.1091396905984342,0.23980441054575036,40
PLAN :: ERROR :: INFORM :: ACT :: VERIFY_PASS,7,1,0.6657253459380923,0.5565856553396581,0.1091396905984342,0.23980441054575036,41
ACT :: PLAN :: INFORM :: ACT :: INFORM,7,1,0.7531744079705004,0.9494247838206219,-0.1962503758501215,-0.43120614912935745,42
ACT :: PLAN :: VERIFY_FAIL :: INFORM :: ACT,6,4,1.0901840725642018,0.7740935425546656,0.31609053000953624,0.7579519876861984,43
PLAN :: VERIFY_FAIL :: INFORM :: ACT :: INFORM,6,4,1.0901840725642018,0.7740935425546656,0.31609053000953624,0.7579519876861984,44
VERIFY_FAIL :: INFORM :: ACT :: INFORM :: ACT,6,4,1.0901840725642018,0.7740935425546656,0.31609053000953624,0.7579519876861984,45
PLAN :: VERIFY_FAIL :: INFORM :: ACT :: PLAN,6,2,1.0901840725642018,0.9127147729614247,0.17746929960277713,0.3899399068098669,46
VERIFY_FAIL :: INFORM :: ACT :: PLAN :: VERIFY_FAIL,6,2,1.0901840725642018,0.9127147729614247,0.17746929960277713,0.3899399068098669,47
INFORM :: VERIFY_FAIL :: ACT :: INFORM :: ACT,5,0,1.0454712972555547,,1.0454712972555547,1.8732330966637787,48
ERROR :: INFORM :: ACT :: PLAN :: ERROR,5,2,1.1565762545664637,0.5961726916722225,0.5604035628942412,1.1653264487876738,49
INFORM :: ACT :: PLAN :: ERROR :: INFORM,5,2,1.1565762545664637,0.5961726916722225,0.5604035628942412,1.1653264487876738,50
PLAN :: ERROR :: INFORM :: ACT :: PLAN,5,2,1.1565762545664637,0.5961726916722225,0.5604035628942412,1.1653264487876738,51
ERROR :: INFORM :: ACT :: INFORM :: ACT,5,3,0.8293284271103589,0.6333634687484039,0.19596495836195504,0.4305790228095565,52
INFORM :: PLAN :: ACT :: INFORM :: REQUEST,5,4,0.6052282916849148,0.6298924841187263,-0.02466419243381157,-0.05679140182883106,53
PLAN :: ERROR :: INFORM :: ERROR :: ACT,4,1,1.3001384163821028,0.7077450229007668,0.592393393481336,1.0614264722783249,54
PLAN :: ERROR :: INFORM :: ACT :: INFORM,4,3,0.704818962042105,0.6333634687484039,0.07145549329370116,0.1485875211361471,55
ACT :: ERROR :: PLAN :: ERROR :: INFORM,3,3,0.6220930878990375,0.6333634687484039,-0.01127038084936638,-0.021931148478500678,56
ACT :: INFORM :: ACT :: ERROR :: PLAN,3,3,0.6220930878990375,0.6333634687484039,-0.01127038084936638,-0.021931148478500678,57
INFORM :: ACT :: ERROR :: PLAN :: ERROR,3,3,0.6220930878990375,0.6333634687484039,-0.01127038084936638,-0.021931148478500678,58
